,Version,Current_Time,dt,T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_warm,dT_warm,R_warm,dR_warm,PSI,T_core,T_db,T_r,q_total_irradiance,q_irradiance_0,q_irradiance_1,q_irradiance_2,q_irradiance_3,q_irradiance_4,q_irradiance_5,q_irradiance_6,q_irradiance_7,q_irradiance_8,q_irradiance_9,q_irradiance_10,q_irradiance_11,q_irradiance_12,q_irradiance_13,q_irradiance_14,q_irradiance_15,q_irradiance_16,q_irradiance_17,q_irradiance_18,q_irradiance_19,q_irradiance_20,q_irradiance_21,q_irradiance_22,q_irradiance_23,q_irradiance_24,q_irradiance_25,q_irradiance_26,q_irradiance_27,q_irradiance_28,q_irradiance_29,q_irradiance_30,q_irradiance_31,q_irradiance_32,q_irradiance_33,q_irradiance_34,q_irradiance_35
20,0.1.1,20.0,0.05,33.99997806866873,33.999931371817205,33.99987591409664,33.99980498205107,33.99971051168925,33.999582467031175,33.99940814035404,33.99917135629562,33.99885156590337,33.99842282202474,33.997852634294496,33.9971007104944,33.99611760122554,33.994843276472025,33.99320567538171,33.991119283863746,33.98848380760484,33.98518301983921,33.98108387252239,33.97603596523189,33.969871466950636,33.9624055808284,33.95343763028835,33.94275282608256,33.93012474824899,33.9153185451259,33.898094814999986,33.878214096554515,33.85544185448812,33.82955380927408,33.800341427921815,33.76761736855929,33.73122065805514,33.69102138048653,33.646924665932616,33.598873793758436,33.72452077846037,-0.0004997198178234186,0.8893553609585183,-0.005699935416615287,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.1.1,21.0,0.05,33.99996989723929,33.99990615328005,33.99983150614709,33.999737716598986,33.99961505187728,33.99945161413629,33.99923259828959,33.99893946444687,33.99854901447454,33.99803236785444,33.997353839016576,33.99646972668723,33.99532703541829,33.993862160101735,33.99199957552048,33.9896505842672,33.986712186939,33.98306614751407,33.97857833327437,33.97309841157489,33.96645998425923,33.95848123383154,33.94896614312905,33.937706332068835,33.924483531372275,33.90907268478345,33.89124563946286,33.87077535066349,33.847440493547296,33.82103034435526,33.79134976742904,33.758224125969704,33.721503924733796,33.681068993395726,33.636832030656045,33.58874135117486,33.714764769510786,-0.0004878004474793585,0.8831930378446913,-0.0061623231138270285,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.1.1,22.0,0.05,33.999959814731035,33.99987512831808,33.99977717954357,33.99965606791499,33.99950027073821,33.99929592827484,33.999026066930334,33.99866974860467,33.99820113891393,33.99758849273496,33.99679306243806,33.995767942180514,33.99445687056756,33.99279302355797,33.990697839282085,33.98807992590204,33.98483411211194,33.98084070659757,33.97596503695519,33.970057339429104,33.9629530676803,33.954473681120454,33.94442796085968,33.93261388405447,33.91882106579879,33.90283375245437,33.88443432262313,33.86340722331212,33.83954324096975,33.81264398185712,33.782526415533546,33.74902732079747,33.712007466639584,33.67135536259216,33.626990423697336,33.578865414946094,33.70523211596501,-0.0004766326772887908,0.8766356333665755,-0.006557404478115814,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.1.1,23.0,0.05,33.99994764094567,33.9998377637799,33.999712070899236,33.9995588814615,33.99936477963298,33.99911386349822,33.99878694108517,33.99836066446413,33.99780659749902,33.99709021849607,33.996169865648156,33.99499564068524,33.993508294299914,33.99163812541265,33.989303934761445,33.986412081137004,33.98285569524749,33.97851411104585,33.973252576737096,33.966922306993695,33.959360933635075,33.95039340382489,33.93983336257788,33.9274850401855,33.91314564550433,33.89660824364937,33.8776650725381,33.8561112282291,33.83174862555865,33.80439011975026,33.773863657970914,33.740016318599736,33.702718091351144,33.661865254069646,33.61738321224496,33.569228684837995,33.69590928513756,-0.0004661415413725223,0.8697400439378953,-0.006895589428680182,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.1.1,24.0,0.05,33.999933215983454,33.99979358820243,33.99963542211865,33.999445154745615,33.99920739203484,33.99890412850786,33.99851392320868,33.99801102558095,33.997364449403236,33.99653699836899,33.99548425317247,33.99415353689115,33.99248288280365,33.99040003623307,33.987821529165515,33.984651872798274,33.98078291830617,33.97609343943785,33.970448991539264,33.963702099777336,33.955692824334385,33.946249741946886,33.93519137134634,33.92232805513159,33.907464292811675,33.89040149990778,33.87094114701994,33.848888211765875,33.82405485672364,33.79626422924156,33.765354265451975,33.731181372131225,33.69362385703799,33.65258498157135,33.60799551917433,33.55981571861617,33.68678404446022,-0.00045626203386710533,0.8625546109892781,-0.007185432948617176,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.1.1,25.0,0.05,33.99991640179451,33.99974219607231,33.99954658621875,33.99931404287332,33.9990271264539,33.99866568424792,33.9982060128747,33.997619982158376,33.99687412078822,33.99592866928762,33.9947366116298,33.99324270313907,33.991382518853555,33.9890815529874,33.98625440614932,33.982804102131965,33.97862157993726,33.97358540879374,33.96756177383036,33.960404777435656,33.951957095892844,33.94205102252042,33.93050991731412,33.91715006922291,33.901782961146424,33.88421791016174,33.864265037196205,33.841738502326905,33.81645992515302,33.78826189532353,33.756991467319224,33.72251352686012,33.68471391450715,33.64350219554896,33.59881397419852,33.550612664219145,33.677845294680786,-0.0004469374889715994,0.8551206017133808,-0.007434009275897324,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.1.1,26.0,0.05,33.99989708280314,33.999683249377746,33.99944502887256,33.999164858617455,33.99882320316636,33.9983977352243,33.997862490635974,33.99718699568377,33.99633536901915,33.99526540532243,33.9939276531,33.992264504683924,33.990209322247544,33.987685629194196,33.98460640127382,33.98087349586357,33.97637726062873,33.97099636388439,33.9645978880681,33.9570377245375,33.94816130224999,33.93780467471461,33.92579597902888,33.91195726808794,33.89610670261151,33.87806107406585,33.8576386135941,33.834662026540784,33.80896167795567,33.78037884247911,33.74876892307479,33.71400453789539,33.67597837366658,33.6346057076568,33.58982650859954,33.54160703961209,33.669082929331616,-0.0004381182674585205,0.8474733991096883,-0.007647202603692449,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.1.1,27.0,0.05,33.99987516578895,33.99961647700042,33.999330326583674,33.99899706824666,33.998595036294226,33.99809971632256,33.99748289815802,33.996711811266714,33.99574824662835,33.99454767342949,33.99305836372164,33.99122054320692,33.98896559131329,33.98621531842248,33.982881352207194,33.97886466819163,33.97405530154322,33.9683322774227,33.961563795698154,33.95360770226352,33.944312273484705,33.93351733242842,33.92105570563969,33.906755017595515,33.890439806978904,33.871933935127494,33.851063243057915,33.82765840007005,33.801557874852946,33.772610949990586,33.740680693487455,33.70564679697316,33.66740819002115,33.62588534374904,33.581022184563494,33.532787550340856,33.66048771564247,-0.00042976068445739203,0.8396434646926565,-0.007829934417031836,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.1.1,28.0,0.05,33.99985057919803,33.999541672461106,33.9992021623257,33.99881028423269,33.99834222257757,33.997771276606805,33.997067016137734,33.9961944290784,33.995113066157785,33.99377619221009,33.99212995762377,33.99011260796526,33.98765375408649,33.9846737289626,33.98108306080427,33.976782094358924,33.97166079347777,33.96559875772752,33.95846548385508,33.950120899127086,33.94041618790106,33.92919492528018,33.91629452250862,33.901547978145594,33.88478591739367,33.865838889735365,33.844539882817735,33.820726998942135,33.79424623021029,33.764954259975276,33.73272121231422,33.69743326824685,33.65899506770039,33.61733181993257,33.57239105224984,33.52414393718579,33.652051193072424,-0.0004218261285021896,0.8316571222223956,-0.007986342470260865,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.1.1,29.0,0.05,33.9998232720381,33.99945869047255,33.999060319373775,33.998604255792344,33.99806452795968,33.997412261299395,33.99661484118038,33.99563507591994,33.994430366633885,33.99295189403523,33.99114383603895,33.988942633844125,33.98627632781702,33.98306398775077,33.979215264679105,33.97463009312316,33.96919857321406,33.962801061353375,33.95530849578395,33.94658297954531,33.936478637754064,33.92484275904597,33.911517222499164,33.896340201687885,33.87914812704288,33.85977787685454,33.838069156547135,33.813867015818204,33.787024444426464,33.757404980354565,33.72488525924115,33.68935743175188,33.650731376206274,33.60893663741544,33.56392402928127,33.515666848061926,33.6437655864078,-0.0004142803332310763,0.8235371995967995,-0.008119922625596132,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.1.1,30.0,0.05,33.99979321248893,33.999367442683536,33.998904673937616,33.99837885805335,33.9977618728915,33.997022692884165,33.996126562522136,33.995034177650005,33.99370088214686,33.992075890655954,33.990101551294785,33.987712665543384,33.98483588557084,33.981389211900456,33.977281616311124,33.97241281600826,33.966673225174354,33.95994410885505,33.95209796162979,33.94299912958735,33.93250468877841,33.92046558662971,33.90672804493968,33.89113521427841,33.87352906021038,33.85375245213501,33.83165141613886,33.807077504543194,33.77989022728386,33.74995948432419,33.71716793437053,33.68141323354788,33.642610078609685,33.60069199278916,33.55561279850319,33.50734772961262,33.63562373097293,-0.00040709277174357796,0.8153035575930545,-0.00823364200374499,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.1.1,31.0,0.05,33.99976038633541,33.99926789292848,33.99873518709076,33.998134080476284,33.9974343170662,33.996602752053256,33.99560253924745,33.994392332968296,33.99292551279941,33.99114944226591,33.98900477530395,33.98642482715325,33.98333502883158,33.97965248644884,33.97528566809172,33.970134241670856,33.96408908680256,33.957032502360924,33.948838628689195,33.939374099560474,33.92849893384973,33.916067670610246,33.901930743999785,33.88593608650651,33.86793094047638,33.847763849392656,33.825286792091745,33.80035741552521,33.77284131520165,33.74261430744375,33.70956463440503,33.67359504166736,33.63462466935048,33.592590701071224,33.54744972074146,33.49917873492079,33.6276190079706,-0.0004002361501164842,0.8069735278107402,-0.008330029782314341,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.1.1,32.0,0.05,33.99972479530925,33.99916005223166,33.99855189638479,33.99787001502264,33.997082044125186,33.996152759029435,33.99504327845886,33.993710288871775,33.99210529814077,33.99017392988267,33.987855272141,33.98508129642364,33.98177636514661,33.9778568471564,33.973230862025964,33.967798174081445,33.961450256479125,33.95407054400443,33.945534890538866,33.935712243315564,33.924465541195474,33.91165283833868,33.897128647976736,33.880745493726394,33.86235564829377,33.84181303181083,33.81897523476692,33.79370562390028,33.765875483848504,33.735366143144724,33.70207103056724,33.665897607115774,33.62676912013388,33.584626129364146,33.53942775995759,33.49115264450579,33.619745288338926,-0.0003936859815837579,0.7985622773040433,-0.008411250506696888,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.1.1,33.0,0.05,33.99968645540543,33.99904397375796,33.9983549074456,33.99758684443873,33.99670534673463,33.995673155642535,33.99444941470403,33.99298891796367,33.99124139309645,33.9891508308552,33.986654874292825,33.98368428309712,33.980162489996474,33.97600526739846,33.971120523058985,33.96540824350952,33.95876060307855,33.95106225454222,33.94219081468085,33.932017554296365,33.92040829760647,33.90722453047101,33.892324710775775,33.8755657676981,33.856804769751854,33.83590073473542,33.812716548286666,33.787120951993124,33.75899055721493,33.72821183722848,33.69468304822423,33.65831602926968,33.6190378326848,33.576792139399835,33.5315404187177,33.483262798343866,33.611996883803975,-0.00038742022674753684,0.7900831136507094,-0.008479163653333899,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.1.1,34.0,0.05,33.999645395223176,33.99891974785315,33.99814438577079,33.997284830923206,33.996304612314255,33.995164488415526,33.993821690847525,33.9922291976948,33.99033504633184,33.98808169727178,33.98540546218516,33.98223601074432,33.9784959721903,33.97410064835864,33.968957855205694,33.96296790953219,33.95602377650785,33.94801139169386,33.93881016850384,33.92829369844646,33.916330647105326,33.902785843730165,33.88752155668134,33.870398940971235,33.85127963800246,33.83002750156392,33.80651041847597,33.780602187247524,33.752184413980004,33.72114838176232,33.687396848145355,33.65084572511026,33.611425597337906,33.56908303756233,33.52378168229338,33.475503037092295,33.60436850404198,-0.00038141898809982425,0.7815477414121546,-0.008535372238554828,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.1.1,35.0,0.05,33.99960165436698,33.9987874972761,33.997920548883435,33.99696430536443,33.99588030960693,33.99462739281924,33.99316094048448,33.99143219154249,33.98938758093979,33.98696813702875,33.984108946612984,33.98073870160843,33.97677934219761,33.97214581187818,33.966745939831725,33.96048046546666,33.9532432187406,33.94492146789028,33.935396443470296,33.924544044141605,33.91223572551133,33.898339568601955,33.88272151935504,33.865246785120966,33.84578136855351,33.82419371393659,33.80035643595779,33.774148096543215,33.74545499180861,33.71417290866369,33.6802088092988,33.64348240180657,33.60392755661493,33.56149353123728,33.516145970027694,33.46786765104189,33.59685521905199,-0.00037566424949950775,0.7729664786645287,-0.008581262747625829,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.1.1,36.0,0.05,33.99955528193257,33.998647372693036,33.99768365894641,33.996625657268325,33.995432976204306,33.99406257878104,33.9924680719264,33.990599032081164,33.9884003773129,33.98581179731891,33.98276725373321,33.97919456402874,33.97501508292161,33.97014349543521,33.9644877355702,33.95794904376894,33.950422174994834,33.94179576722986,33.931952877515236,33.92077168934406,33.90812639131737,33.89388822258719,33.87792667585854,33.86011084376184,33.84031088941876,33.81839961720686,33.79425411528895,33.767757437619295,33.73880029006663,33.707282683177006,33.67311551308089,33.63622203222978,33.59653917308142,33.55401869054029,33.50862809284778,33.460351335594666,33.58945242599123,-0.00037013965303778207,0.7643484405801502,-0.008618038084378554,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.1.1,37.0,0.05,33.99950633509328,33.9984995484778,33.99743401590103,33.9962693254467,33.99496320708771,33.99347081747678,33.991744053741016,33.98973090586231,33.98737485804416,33.984614350304874,33.9813823123099,33.977605782070896,33.973205622500174,33.96809634882659,33.96218607946851,33.95537662205177,33.947563704804,33.93863736152185,33.92848247569332,33.9169794861879,33.904005253262305,33.88943407955578,33.87313887638245,33.854992461113255,33.83486896693766,33.81264534198481,33.788202910847446,33.76142896817233,33.73221837132813,33.700475097385855,33.666113728869306,33.62906083303745,33.589256200890226,33.54665391463938,33.501223216004114,33.452949152278386,33.58215581984842,-0.00036483030714080656,0.7557016956991305,-0.008646744881019686,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.1.1,38.0,0.05,33.99945224025771,33.99833625905875,33.99715852816743,33.99587667016538,33.9944465060217,33.992821364434555,33.99095142192385,33.98878308347363,33.98625841414601,33.983314632707035,33.97988367884167,33.97589186591028,33.97125963132996,33.96590139647275,33.959725547389624,33.95263454663612,33.94452518495285,33.935288979521374,33.924812722977975,33.91297918435382,33.89966795967718,33.88475646620469,33.868121070252194,33.84963833450071,33.829186366606336,33.80664624710166,33.78190351110245,33.75484965538556,33.72538364012989,33.693413353139555,33.65885700380086,33.62164441443038,33.58171817808443,33.539034654311536,33.49356477768911,33.445294658203935,33.57460425745561,-0.00037757811964027614,0.7263210209141135,-0.029380674785016936,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.1.1,39.0,0.05,33.99939822189464,33.998173275552894,33.996883805427764,33.99548562212754,33.99393279154326,33.99217696840071,33.990166761842374,33.9878471429632,33.98515890468344,33.98203818477415,33.97841606319203,33.97421824505719,33.969364840550476,33.96377025264872,33.95734318289751,33.94998676429541,33.94159882879873,33.93207231494019,33.921295818596555,33.909154287071686,33.89552985343818,33.880302804580566,33.863352672707514,33.84455943636539,33.8238048133254,33.8009736242702,33.77595520311772,33.74864482723,33.718945138790005,33.68676752740296,33.6520334435763,33.61467561321287,33.57463912464021,33.53188236198418,33.48637776183014,33.43811237401529,33.56751299753087,-0.00035456299623710664,0.7379154392761791,0.01159441836206554,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.1.1,40.0,0.05,33.9993418404366,33.998003232257034,33.99659741520216,33.9950784489024,33.99339870747953,33.99150823788182,33.98935415119407,33.986880056904404,33.984025550422665,33.98072576441612,33.976910994697036,33.97250641140297,33.96743186599326,33.96160180408606,33.95492529333173,33.947306174320964,33.93864334093644,33.92883115456906,33.91775999424534,33.905316941985724,33.89138659968749,33.87585203057459,33.858595814872814,33.83950120595952,33.81845336992128,33.79534068835778,33.77005610152139,33.74249846660359,33.712573904283495,33.680197105636275,33.64529257123489,33.607795754816145,33.567654085239646,33.52482784263399,33.47929086755245,33.43103108557496,33.5605163781387,-0.00034983096960843345,0.7292220703159558,-0.008693368960223324,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.1.1,41.0,0.05,33.9992831736041,33.99782636350198,33.99629975181196,33.99465571001544,33.992844984997575,33.99081608253449,33.98851468440603,33.985883109114646,33.98285982637664,33.979379035680765,33.97537031922984,33.97075837944064,33.965462870823316,33.95939833544625,33.95247425027482,33.9445951934217,33.935661134746795,33.92556785429253,33.91420748975286,33.90146921158399,33.887240021524185,33.87140566726816,33.85385166292379,33.83446440176269,33.81313234476973,33.78974726571208,33.76420553099931,33.73640939060018,33.706268254818255,33.673699930890145,33.63863179322047,33.6010018616477,33.56075976345795,33.51786755691587,33.472300396819925,33.424047025944084,33.5536110623676,-0.0003452657885549826,0.7205244415536214,-0.008697628762334375,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.1.1,42.0,0.05,33.99922230174815,33.99764291119819,33.99599122118628,33.9942179791417,33.99227236997565,33.99010142491164,33.98764946433408,33.98485758458346,33.98166319870195,33.97799964113872,33.973795846317394,33.968976110702414,33.96345994753293,33.95716204268114,33.949992319104574,33.941856116073836,33.93265448775794,33.92228462384038,33.910640392638555,33.897613004740265,33.88309179250417,33.866965097960694,33.84912125877411,33.829449679075616,33.80784196924668,33.784193136224516,33.75840280371577,33.730376439938375,33.70002656924865,33.667273943325654,33.63204864753074,33.59429111867059,33.5539530516775,33.51099817466519,33.46540287438206,33.417156657202476,33.546793905508785,-0.0003408578429407783,0.7118270269238991,-0.008697414629722289,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.1.1,43.0,0.05,33.99915930708998,33.997453122591665,33.99567223724328,33.9937658392909,33.991681617234526,33.989365194038854,33.98675959552955,33.9838047628089,33.980437118503744,33.97658919655875,33.972189345072074,33.967161511298926,33.96142511738519,33.954895034603766,33.94748166282498,33.93909112063987,33.92962554996617,33.91898353710528,33.90706065010499,33.89375008994946,33.878943450593454,33.86253158024222,33.84440553362336,33.82445760238499,33.80258240827199,33.77867804147017,33.7526472245562,33.72439848093388,33.693847285549516,33.660917175125014,33.62554079517175,33.58766086168039,33.54723101662717,33.50421655828035,33.45859502969357,33.41035665167648,33.540061940236036,-0.0003365982636374554,0.7031338251981225,-0.00869320172577659,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.1.1,44.0,0.05,33.99909427305241,33.99725724829189,33.995343218715554,33.99329987859472,33.99107348550945,33.988608319844055,33.98584617844047,33.98272591211273,33.97918301662191,33.975149286521,33.97055254097078,33.965316430167626,33.959360330382694,33.9525993347602,33.94494434594097,33.93630227525229,33.92657635163312,33.91566654165394,33.90347007996217,33.889882107271276,33.87479641065826,33.85810625849789,33.8397053199083,33.81948865618629,33.79735376945019,33.773201691665264,33.74693809548101,33.71847440693585,33.687728899148986,33.65462774567673,33.61910601230033,33.581108566657804,33.540590886336496,33.49751974779091,33.45187378070531,33.403643875127706,33.53341236324557,-0.00033247884952345433,0.6944484150248655,-0.008685410173256969,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.1.1,45.0,0.05,33.999027283675424,33.99705554054995,33.99500458638317,33.99282068664517,33.99044873309678,33.98783172836043,33.98491030445408,33.98162228482992,33.97790229928595,33.97368146085202,33.96888711336578,33.96344265792105,33.95726746566562,33.950276883526115,33.94238233832715,33.93349154344367,33.923508810576806,33.912335467487466,33.899870380577894,33.88601057911202,33.870651975653615,33.853690175029925,33.835021361857734,33.81454325446789,33.79215611100306,33.767763771615854,33.74127471913137,33.71260313932565,33.681669961168005,33.64840385702791,33.61274218299082,33.57463184007933,33.534030038339154,33.49090494740703,33.44523621929555,33.39701537165847,33.5268425231838,-0.00032849200308824326,0.6857740029087722,-0.008674412116093322,,34.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
